Registry Number,Business Name,Entity Type,Registry Date,Associated Name Type,First Name,Middle Name,Last Name,Suffix,Not of Record Entity,Entity of Record Reg Number,Entity of Record Name,Address ,Address Continued,City,State,Zip Code
152645090,"OREGON MOTORS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,9334 SE 143RD AVE,,HAPPY VALLEY,OR,97086
152645090,"OREGON MOTORS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,9334 SE 143RD AVE,,HAPPY VALLEY,OR,97086
152645090,"OREGON MOTORS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,ALIN,F,DINCA,,,,,9334 SE 143RD AVE,,HAPPY VALLEY,OR,97086
153177598,PATTYS CLEANING L.L.C.,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,1190 CROWLEY AV SE,,SALEM,OR,97302
153177598,PATTYS CLEANING L.L.C.,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1190 CROWLEY AV SE,,SALEM,OR,97302
153177598,PATTYS CLEANING L.L.C.,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,PATRICIA,,CEDILLO LAGUNES,,,,,1190 CROWLEY AV SE,,SALEM,OR,97302
153150892,PERCEPTION BUILDERS GROUP INC,DOMESTIC NONPROFIT CORPORATION,03/01/2019,MAILING ADDRESS,,,,,,,,6355 NE BRIGHTON ST,,HILLSBORO,OR,97124
153150892,PERCEPTION BUILDERS GROUP INC,DOMESTIC NONPROFIT CORPORATION,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,6355 NE BRIGHTON ST,,HILLSBORO,OR,97124
153150892,PERCEPTION BUILDERS GROUP INC,DOMESTIC NONPROFIT CORPORATION,03/01/2019,REGISTERED AGENT,CHRISTOPHER,S,FISCHER,,,,,6355 NE BRIGHTON ST,,HILLSBORO,OR,97124
153112991,"PETROCHEM INSULATION OF CALIFORNIA, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,2300 CLAYTON RD STE 1050,,CONCORD,CA,94520
153112991,"PETROCHEM INSULATION OF CALIFORNIA, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,19010 S ALAMEDA ST,,EAST RANCHO DOMINGUEZ,CA,90221
153112991,"PETROCHEM INSULATION OF CALIFORNIA, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,,,,,,15872088,CORPORATION SERVICE COMPANY,1127 BROADWAY ST NE STE 310,,SALEM,OR,97301
152528890,"PIER LAW, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,805 SW BROADWAY STE 2100,,PORTLAND,OR,97205
152528890,"PIER LAW, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,121 SW MORRISON STE 1025,,PORTLAND,OR,97204
152528890,"PIER LAW, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,GREGORY,,SILLIMAN,,,,,805 SW BROADWAY STE 2100,,PORTLAND,OR,97205
153171195,PORTLAND GRAY PANTHERS,DOMESTIC NONPROFIT CORPORATION,03/01/2019,MAILING ADDRESS,,,,,,,,PO BOX 40011,,PORTLAND,OR,97240
153171195,PORTLAND GRAY PANTHERS,DOMESTIC NONPROFIT CORPORATION,03/01/2019,REGISTERED AGENT,LEW,,CHURCH,,,,,1220 SW 12TH #509,,PORTLAND,OR,97205
153178190,RESOLUTION HORSE COMPANY,DOMESTIC NONPROFIT CORPORATION,03/01/2019,MAILING ADDRESS,,,,,,,,62290 DEER TRAIL RD,,BEND,OR,97701
153178190,RESOLUTION HORSE COMPANY,DOMESTIC NONPROFIT CORPORATION,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,62290 DEER TRAIL RD,,BEND,OR,97701
153178190,RESOLUTION HORSE COMPANY,DOMESTIC NONPROFIT CORPORATION,03/01/2019,REGISTERED AGENT,BRUCE,,CAVENDER,,,,,62290 DEER TRAIL RD,,BEND,OR,97701
153179990,SOLORIO GENERAL CONSTRUCTION,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,MIGUEL,,SOLORIO,,,,,4280 GARY ST,,KEIZER,OR,97303
153179990,SOLORIO GENERAL CONSTRUCTION,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4280 GARY ST,,KEIZER,OR,97303
153152393,SONA LTD.,DOMESTIC BUSINESS CORPORATION,03/01/2019,MAILING ADDRESS,,,,,,,,PO BOX 1800,,MCMINNVILLE,OR,97128
153152393,SONA LTD.,DOMESTIC BUSINESS CORPORATION,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,976 SW 2ND,,MCMINNVILLE,OR,97128
153152393,SONA LTD.,DOMESTIC BUSINESS CORPORATION,03/01/2019,REGISTERED AGENT,DAVID,,MAHN,,,,,976 SW 2ND,,MCMINNVILLE,OR,97128
152377199,"SUNRISE CAPITAL INVESTMENTS, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,110 MADRONA AVE SE,,SALEM,OR,97302
152377199,"SUNRISE CAPITAL INVESTMENTS, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4730 S FORT APACHE RD #300,,LAS VEGAS,NV,89147
152377199,"SUNRISE CAPITAL INVESTMENTS, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,WESLEY,A,HILL,,,,,110 MADRONA AVE SE,,SALEM,OR,97302
152377496,"SUNRISE REAL ESTATE GROUP, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,110 MADRONA AVE SE,,SALEM,OR,97302
152377496,"SUNRISE REAL ESTATE GROUP, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4730 S FORT APACHE RD #300,,LAS VEGAS,NV,89147
152377496,"SUNRISE REAL ESTATE GROUP, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,WESLEY,A,HILL,,,,,110 MADRONA AVE SE,,SALEM,OR,97302
153159596,SUWAL CORPORATION,DOMESTIC BUSINESS CORPORATION,03/01/2019,MAILING ADDRESS,,,,,,,,5004 FOOTHILLS RD #E,,LAKE OSWEGO,OR,97034
153159596,SUWAL CORPORATION,DOMESTIC BUSINESS CORPORATION,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,10650 SW MCDONALD ST,,TIGARD,OR,97224
153159596,SUWAL CORPORATION,DOMESTIC BUSINESS CORPORATION,03/01/2019,REGISTERED AGENT,PRAKASH,,MAHARJAN,,,,,5004 FOOTHILLS RD #E,,LAKE OSWEGO,OR,97034
153160693,THE GYM BAR,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,RAY,H.,STRATTON,,,,,970 MAIN ST,,DALLAS,OR,97338
153160693,THE GYM BAR,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,423 MAIN ST,,MONMOUTH,OR,97361
153171898,"THE PROMISE CHURCH ST. HELENS, INC.",DOMESTIC NONPROFIT CORPORATION,03/01/2019,MAILING ADDRESS,,,,,,,,PO BOX 100,,ST HELENS,OR,97051
153171898,"THE PROMISE CHURCH ST. HELENS, INC.",DOMESTIC NONPROFIT CORPORATION,03/01/2019,REGISTERED AGENT,PATRICK,M,WEST,,,,,2624 COLUMBIA BLVD,,ST HELENS,OR,97051
153177192,"THRUWAY, INC.",DOMESTIC BUSINESS CORPORATION,03/01/2019,MAILING ADDRESS,JEFFREY,J,ELLSWORTH,,,,,FIVE CENTERPOINTE DR STE 240,,LAKE OSWEGO,OR,97035
153177192,"THRUWAY, INC.",DOMESTIC BUSINESS CORPORATION,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4135 SE GLADSTONE ST,,PORTLAND,OR,97211
153177192,"THRUWAY, INC.",DOMESTIC BUSINESS CORPORATION,03/01/2019,REGISTERED AGENT,JEFFREY,J,ELLSWORTH,,,,,FIVE CENTERPOINTE DR STE 240,,LAKE OSWEGO,OR,97035
153162194,TIENDA NATURISTA LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,3940 IBEX ST NE,,SALEM,OR,97305
153162194,TIENDA NATURISTA LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3702 SILVERTON RD NE,,SALEM,OR,97305
153162194,TIENDA NATURISTA LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,RAEL,,CARRASCO,,,,,3940 IBEX ST NE,,SALEM,OR,97305
153161493,"TKO PROPERTIES I, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,KHARI,,GATES,,,,,7308 N MACRUM ST,,PORTLAND,OR,97203
153161493,"TKO PROPERTIES I, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7308 N MACRUM ST,,PORTLAND,OR,97203
153161493,"TKO PROPERTIES I, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,KHARI,,GATES,,,,,7308 N MACRUM ST,,PORTLAND,OR,97203
153161295,"TKO PROPERTIES II, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,KHARI,,GATES,,,,,7308 N MACRUM ST,,PORTLAND,OR,97203
153161295,"TKO PROPERTIES II, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7308 N MACRUM ST,,PORTLAND,OR,97203
153161295,"TKO PROPERTIES II, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,KHARI,,GATES,,,,,7308 N MACRUM ST,,PORTLAND,OR,97203
153177499,YES WE CAN AUTO SALES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,80752 HWY 395 N,,HERMISTON,OR,97838
153177499,YES WE CAN AUTO SALES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,80752 HWY 395 N,,HERMISTON,OR,97838
153177499,YES WE CAN AUTO SALES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,JESUS,A,HERNANEZ,,,,,80752 HWY 395 N,,HERMISTON,OR,97838
153095394,LILAC SKY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,4617 N MARYLAND AVE,,PORTLAND,OR,97217
153095394,LILAC SKY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4617 N MARYLAND AVE,,PORTLAND,OR,97217
153095394,LILAC SKY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,ZOE,,GRAMAN,,,,,4617 N MARYLAND AVE,,PORTLAND,OR,97217
153136891,BOARD & BRUSH CREATIVE STUDIO,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,,,,,,150787290,GRAMI DESIGNS LLC,1875 SE RIVER GLEN CT,,MILWAUKIE,OR,97267
153136891,BOARD & BRUSH CREATIVE STUDIO,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1100 SE DIVISION ST STE111,,PORTLAND,OR,97202
153138491,RRW CONSULTING,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,REED,R,WAGNER,,,,,5223 NE 33RD AVE,,PORTLAND,OR,97211
153138491,RRW CONSULTING,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5223 NE 33RD AVE,,PORTLAND,OR,97211
153138897,ELENA CRONIN DESIGN,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,ELENA,LEE-MING,CRONIN,,,,,4632 NE 28TH AVE,UNIT A,PORTLAND,OR,97211
153138897,ELENA CRONIN DESIGN,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4632 NE 28TH AVE,UNIT A,PORTLAND,OR,97211
153138392,THREE RIVERS WEALTH STRATEGIES,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,KASEY,,CLOSS,,,,,5885 MEADOWS RD SUITE 850,,LAKE OSWEGO,OR,97035
153138392,THREE RIVERS WEALTH STRATEGIES,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5885 MEADOWS RD SUITE 850,,LAKE OSWEGO,OR,97035
153132296,"EXODUS GLOBAL, INC.",DOMESTIC BUSINESS CORPORATION,03/01/2019,MAILING ADDRESS,,,,,,,,100 C ST BLDG 3A,,PHOENIX,OR,97535
153132296,"EXODUS GLOBAL, INC.",DOMESTIC BUSINESS CORPORATION,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,100 C ST BLDG 3A,,PHOENIX,OR,97535
153132296,"EXODUS GLOBAL, INC.",DOMESTIC BUSINESS CORPORATION,03/01/2019,REGISTERED AGENT,TREVOR,,MARION,,,,,8300 HIGHWAY 238,,JACKSONVILLE,OR,97530
152384195,"LACQUERED UP, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,578 PANDA LP,,EUGENE,OR,97401
152384195,"LACQUERED UP, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,119 COMMONS DR,,EUGENE,OR,97401
152384195,"LACQUERED UP, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,CAYLA,,LEDBETTER,,,,,1492 PEARL ST,,EUGENE,OR,97401
153139093,"SUDAISAR POLYGRAPH, LLC",ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,,,,,,151035699,SUDAISAR POLYGRAPH AND FORENSIC ASSESSMENTS LLC,PO BOX 1238,,NEWBERG,OR,97132
153139093,"SUDAISAR POLYGRAPH, LLC",ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4800 SW GRIFFITH DRIVE,SUITE 320,BEAVERTON,OR,97005
153138699,FATKIDSOCIETY,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,TRAVIS,A,SPRAGUE,,,,,3598 S E ST,,SPRINGFIELD,OR,97478
153138699,FATKIDSOCIETY,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3598 S E ST,,SPRINGFIELD,OR,97478
153138095,"ALEXANDER WEALTH PLANNING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,3113 NW ASHLAND DRIVE,,BEAVERTON,OR,97006
153138095,"ALEXANDER WEALTH PLANNING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3113 NW ASHLAND DRIVE,,BEAVERTON,OR,97006
153138095,"ALEXANDER WEALTH PLANNING, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,DON,,ALEXANDER,,,,,3113 NW ASHLAND DRIVE,,BEAVERTON,OR,97006
153139697,"OREGON POLYGRAPH SERVICES, LLC",ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,,,,,,151035699,SUDAISAR POLYGRAPH AND FORENSIC ASSESSMENTS LLC,PO BOX 1238,,NEWBERG,OR,97132
153139697,"OREGON POLYGRAPH SERVICES, LLC",ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4800 SW GRIFFITH DRIVE,SUITE 320,BEAVERTON,OR,97005
153139192,BAKA UMAI LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,819 SE 25TH ST,,GRESHAM,OR,97080
153139192,BAKA UMAI LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,819 SE 25TH ST,,GRESHAM,OR,97080
153139192,BAKA UMAI LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,ROBERT,,GREENUP,,,,,819 SE 25TH ST,,GRESHAM,OR,97080
153139796,HELVETIA POULTRY PROCESSING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,23137 NW WEST UNION RD,,HILLSBORO,OR,97124
153139796,HELVETIA POULTRY PROCESSING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,23137 NW WEST UNION RD,,HILLSBORO,OR,97124
153139796,HELVETIA POULTRY PROCESSING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,GEOFF,,SCOTT,,,,,23137 NW WEST UNION RD,,HILLSBORO,OR,97124
153139390,TRUE MOBILEHOME SERVICE,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,CHRIS,A,ROMO,,,,,5625 KANE CREEK RD,,CENTRAL POINT,OR,97502
153139390,TRUE MOBILEHOME SERVICE,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5625 KANE CREEK RD,,CENTRAL POINT,OR,97502
153140091,ARTFAIR PORTLAND LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,2034 SW VERMONT ST,,PORTLAND,OR,97219
153140091,ARTFAIR PORTLAND LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2034 SW VERMONT ST,,PORTLAND,OR,97219
153140091,ARTFAIR PORTLAND LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,LAWENCE,S,JOHNS,,,,,2034 SW VERMONT ST,,PORTLAND,OR,97219
153140695,MEDICARE INFORMED,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,MONICA,D,HAYWARD,,,,,5315 SE THIESSEN RD,,MILWAUKIE,OR,97267
153140695,MEDICARE INFORMED,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5315 SE THIESSEN RD,,MILWAUKIE,OR,97267
153140794,PHOENIX GYPSY FARM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,5353 LOWER RIVER RD,,GRANTS PASS,OR,97526
153140794,PHOENIX GYPSY FARM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5353 LOWER RIVER RD,,GRANTS PASS,OR,97526
153140794,PHOENIX GYPSY FARM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,,,,,,75788399,REGISTERED AGENTS INC,5305 RIVER ROAD N STE B,,KEIZER,OR,97303
153140794,PHOENIX GYPSY FARM LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,,,,,,75788399,"REGISTERED AGENTS INC, A CORPORATION OF WYOMING",5305 RIVER ROAD N STE B,,KEIZER,OR,97303
153140596,BLACK DOGG GUIDE SERVICE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,7825 SE PLEASANT HOME RD,,GRESHAM,OR,97080
153140596,BLACK DOGG GUIDE SERVICE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7825 SE PLEASANT HOME RD,,GRESHAM,OR,97080
153140596,BLACK DOGG GUIDE SERVICE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,GORDY,MORRIS,WEBSTER,III,,,,7825 SE PLEASANT HOME RD,,GRESHAM,OR,97080
153140497,NORTHWEST CONSULTING GROUP LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,320 N MAIN AVE STE 203,,GRESHAM,OR,97030
153140497,NORTHWEST CONSULTING GROUP LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,320 N MAIN AVE STE 203,,GRESHAM,OR,97030
153140497,NORTHWEST CONSULTING GROUP LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,AMANDA,,GARCIA,,,,,320 N MAIN AVE STE 203,,GRESHAM,OR,97030
153138293,SR REALTY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,1631 NE BROADWAY PMB: 222,,PORTLAND,OR,97202
153138293,SR REALTY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1575 NE 237TH AVE,,WOOD VILLAGE,OR,97060
153138293,SR REALTY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,SHELLEY,RENEE,GREY,,,,,1575 NE 237TH AVE,,WOOD VILLAGE,OR,97060
153141198,BRIGADIER HOUSEHOLD,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,JOHANNA,,BRIGADIER,,,,,38815 SE GORDON CREEK RD,,CORBETT,OR,97019
153141198,BRIGADIER HOUSEHOLD,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,38815 SE GORDON CREEK RD,,CORBETT,OR,97019
153141297,TECHFESTNW,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,MARK,L,ZUSMAN,,,,,2220 NW QUIMBY STREET,,PORTLAND,OR,97210
153141297,TECHFESTNW,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2220 NW QUIMBY STREET,,PORTLAND,OR,97210
153140893,ZAP REPAIR,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,,,,,,151432292,COLLECTIVE SIGNAL LLC,640 SE STARK ST,,PORTLAND,OR,97214
153140893,ZAP REPAIR,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,640 SE STARK ST,,PORTLAND,OR,97214
153141099,SEEDS OF NATURE WATERGARDENS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,735 SE 155TH AVE,,PORTLAND,OR,97233
153141099,SEEDS OF NATURE WATERGARDENS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,735 SE 155TH AVE,,PORTLAND,OR,97233
153141099,SEEDS OF NATURE WATERGARDENS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,WILLIAM,CHARLES,SEEDS,III,,,,735 SE 155TH AVE,,PORTLAND,OR,97233
153078697,DJ'S HANDYMAN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,1102 HAMPTON CT,,FOREST GROVE,OR,97116
153078697,DJ'S HANDYMAN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1102 HAMPTON CT,,FOREST GROVE,OR,97116
153078697,DJ'S HANDYMAN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,DANIEL,J,ECKERT,,,,,1102 HAMPTON CT,,FOREST GROVE,OR,97116
153141792,KEVIN HEATH ENTERPRISES,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,KEVIN,L,HEATH,,,,,1079 SW VIEW CREST DR,,DUNDEE,OR,97115
153141792,KEVIN HEATH ENTERPRISES,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1079 SW VIEW CREST DR,,DUNDEE,OR,97115
153047395,BLUE SKY VIBES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,19920 SW CHARLENE CT,,ALOHA,OR,97003
153047395,BLUE SKY VIBES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,19920 SW CHARLENE CT,,ALOHA,OR,97003
153047395,BLUE SKY VIBES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,KAREN,,BORMAN,,,,,19920 SW CHARLENE CT,,ALOHA,OR,97003
153141990,JORDIN FELDMAN DOG WALKING,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,JORDIN,,FELDMAN,,,,,3352 SW BEAVERTON HILLSDALE HWY,,PORTLAND,OR,97239
153141990,JORDIN FELDMAN DOG WALKING,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3352 SW BEAVERTON HILLSDALE HWY,,PORTLAND,OR,97239
153055794,"IGVENTURES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,2794 SE 19TH ST,,GRESHAM,OR,97080
153055794,"IGVENTURES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2794 SE 19TH ST,,GRESHAM,OR,97080
153055794,"IGVENTURES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,REGISTERED AGENT,UHANNA,,GIRGIS,,,,,2794 SE 19TH ST,,GRESHAM,OR,97080
153124996,FINEST VALUES,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,SARAH,KATHERINE,FINCHER,,,,,2826 SW 153RD DRIVE,APT 2702,BEAVERTON,OR,97003
153124996,FINEST VALUES,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2826 SW 153RD DRIVE APT 2702,,BEAVERTON,OR,97003
153142196,MK ADVANTAGE CO,ASSUMED BUSINESS NAME,03/01/2019,AUTHORIZED REPRESENTATIVE,MICHELLE,ANN,KJERSTEN,,,,,111 BURL ST,,NEWBERG,OR,97132
153142196,MK ADVANTAGE CO,ASSUMED BUSINESS NAME,03/01/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,111 BURL ST,,NEWBERG,OR,97132
153141891,AUTARCH LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/01/2019,MAILING ADDRESS,,,,,,,,1220 NE 17TH AVE,SUITE 6E,PORTLAND,OR,97232
